"locationid","locationname","time","s0001","s0002","s0005","s0010","s0025","s0050","s0100","s0250","s0500","s1000","surgedist_location","surgedist_scale","surgedist_number_events","surgedist_shape","surgedist_type"
"CLS_USA_00716","6187",1995,2.53880357833742,2.80981599367235,2.80981599367235,2.96306579640931,3.01313788368941,3.04213243620579,3.06548435690539,3.06548435690539,3.06548435690539,3.11566525233897,2.3421358980019,0.118608533966806,1,-0.298213905663915,"GEV"
"CLS_USA_00717","6187",1995,2.52230357833742,2.79331599367235,2.79331599367235,2.94656579640931,2.99663788368941,3.02563243620579,3.04898435690539,3.04898435690539,3.04898435690539,3.09916525233897,2.3421358980019,0.118608533966806,1,-0.298213905663915,"GEV"
"CLS_USA_00718","1277",1995,0.999341469469727,1.15146440815917,1.15146440815917,1.42134867583379,1.62893347301402,1.82702283141199,2.0708097154471,2.0708097154471,2.0708097154471,3.37252110470246,1.2292790380435,0.0945706799322741,1,0.306811725495125,"GEV"
"CLS_USA_00719","1277",1995,0.999341469469727,1.15146440815917,1.15146440815917,1.42134867583379,1.62893347301402,1.82702283141199,2.0708097154471,2.0708097154471,2.0708097154471,3.37252110470246,1.2292790380435,0.0945706799322741,1,0.306811725495125,"GEV"
"CLS_USA_00720","5419",1995,0.980599433979739,1.13156440970014,1.13156440970014,1.37632433569664,1.55281339779935,1.71479945207585,1.90760341867797,1.90760341867797,1.90760341867797,2.8607411233202,1.19722580536945,0.0916522894307175,1,0.259122950560764,"GEV"
"CLS_USA_00721","5420",1995,0.942765384689199,1.08552270053405,1.08552270053405,1.32892999378988,1.51090613686598,1.68160479427261,1.88861001453528,1.88861001453528,1.88861001453528,2.95688391738849,1.15248443289023,0.0878328595303417,1,0.285784965629029,"GEV"
"CLS_USA_00722","5421",1995,0.9235125940794,1.06163398985601,1.06163398985601,1.30247405751051,1.48544254094972,1.65874174886244,1.87065496331722,1.87065496331722,1.87065496331722,2.98547080984596,1.12943144569633,0.0854806079314313,1,0.297649919893275,"GEV"
"CLS_USA_00723","5422",1995,0.931946971943352,1.06679076490386,1.06679076490386,1.30435278845967,1.48616613733673,1.65913984442686,1.87146564644857,1.87146564644857,1.87146564644857,2.99839124624064,1.12705379811285,0.0836765918892634,1,0.303109465754208,"GEV"
"CLS_USA_00724","5423",1995,0.915396209507093,1.0458989282107,1.0458989282107,1.28625358896526,1.476123685699,1.66025839152872,1.89003877191812,1.89003877191812,1.89003877191812,3.157205227214,1.10670440361576,0.0819167101039745,1,0.326623178955504,"GEV"
"CLS_USA_00725","5424",1995,0.899949114639584,1.01188138036608,1.01188138036608,1.2921892553283,1.56699186774782,1.87114333645642,2.29652135739433,2.29652135739433,2.29652135739433,5.37200914898573,1.08338196395327,0.0757266004014195,1,0.489344282172567,"GEV"
